No,Nama,Jabatan Lama,Jabatan Baru
1617,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarbaru,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sawahan
1618,*****,Account Representative Kantor Pelayanan Pajak Pratama Cilegon,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1619,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Barat,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1620,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1621,*****,Account Representative Kantor Pelayanan Pajak Pratama Cibinong,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1622,*****,Account Representative Kantor Pelayanan Pajak Pratama Tigaraksa,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1623,*****,Account Representative Kantor Pelayanan Pajak Pratama Serang Timur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1624,*****,Pelaksana Kantor Wilayah DJP Wajib Pajak Besar,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1625,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1626,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo
1627,*****,Account Representative Kantor Pelayanan Pajak Madya Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Genteng
1628,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Genteng
1629,*****,Account Representative Kantor Pelayanan Pajak Pratama Klaten,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Genteng
1630,*****,Account Representative Kantor Pelayanan Pajak Pratama Serpong,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut
1631,*****,Account Representative Kantor Pelayanan Pajak Pratama Tigaraksa,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut
1632,*****,Account Representative Kantor Pelayanan Pajak Pratama Ciamis,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut
1633,*****,Account Representative Kantor Pelayanan Pajak Pratama Kubu Raya,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut
1634,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Rungkut
1635,*****,Account Representative Kantor Pelayanan Pajak Pratama Tangerang Barat,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang
1636,*****,Account Representative Kantor Pelayanan Pajak Pratama Karawang,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang
1637,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang
1638,*****,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang
1639,*****,Account Representative Kantor Pelayanan Pajak Pratama Palu,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang
1640,*****,Account Representative Kantor Pelayanan Pajak Pratama Sleman,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1641,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Dua,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1642,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1643,*****,Account Representative Kantor Pelayanan Pajak Pratama Subang,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1644,*****,Account Representative Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1645,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo
1646,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo
1647,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo
1648,*****,Penelaah Keberatan Kantor Wilayah DJP Jawa Tengah II,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo
1649,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo
1650,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo
1651,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Madya Gresik
1652,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Madya Gresik
1653,*****,Account Representative Kantor Pelayanan Pajak Pratama Pondok Gede,Account Representative Kantor Pelayanan Pajak Madya Gresik
1654,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Madya Gresik
1655,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Gresik
1656,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Madya Gresik
1657,*****,Account Representative Kantor Pelayanan Pajak Madya Bogor,Account Representative Kantor Pelayanan Pajak Madya Gresik
1658,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Madya Gresik
1659,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Madya Gresik
1660,*****,Account Representative Kantor Pelayanan Pajak Madya Banjarmasin,Account Representative Kantor Pelayanan Pajak Madya Gresik
1661,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Madya Gresik
1662,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Wonocolo,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1663,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1664,*****,Account Representative Kantor Pelayanan Pajak Pratama Temanggung,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1665,*****,Account Representative Kantor Pelayanan Pajak Pratama Cirebon Satu,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1666,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1667,*****,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro
1668,*****,Account Representative Kantor Pelayanan Pajak Pratama Ciawi,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto
1669,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto
1670,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto
1671,*****,Account Representative Kantor Pelayanan Pajak Madya Balikpapan,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto
1672,*****,Account Representative Kantor Pelayanan Pajak Pratama Kupang,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto
1673,*****,Account Representative Kantor Pelayanan Pajak Pratama Cianjur,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1674,*****,Pelaksana Kantor Pelayanan Pajak Pratama Mojokerto,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1675,*****,Account Representative Kantor Pelayanan Pajak Pratama Barabai,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1676,*****,Account Representative Kantor Pelayanan Pajak Pratama Barabai,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1677,*****,Account Representative Kantor Pelayanan Pajak Pratama Praya,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1678,*****,Account Representative Kantor Pelayanan Pajak Pratama Sumbawa Besar,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1679,*****,Account Representative Kantor Pelayanan Pajak Pratama Raba Bima,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1680,*****,Account Representative Kantor Pelayanan Pajak Pratama Ende,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1681,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1682,*****,Account Representative Kantor Pelayanan Pajak Pratama Ende,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1683,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Jombang
1684,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Bandung,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1685,*****,Account Representative Kantor Pelayanan Pajak Pratama Cikarang Selatan,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1686,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Barat,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1687,*****,Account Representative Kantor Pelayanan Pajak Pratama Maumere,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1688,*****,Account Representative Kantor Pelayanan Pajak Pratama Sumbawa Besar,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1689,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Barat
1690,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Selatan
1691,*****,Account Representative Kantor Pelayanan Pajak Pratama Majalaya,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Selatan
1692,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Selatan
1693,*****,Account Representative Kantor Pelayanan Pajak Pratama Tanjung Redeb,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Selatan
1694,*****,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Karangpilang,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1695,*****,Account Representative Kantor Pelayanan Pajak Pratama Blitar,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1696,*****,Account Representative Kantor Pelayanan Pajak Pratama Tasikmalaya,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1697,*****,Account Representative Kantor Pelayanan Pajak Pratama Tangerang Timur,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1698,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tanah Abang Tiga,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1699,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1700,*****,Account Representative Kantor Pelayanan Pajak Pratama Tigaraksa,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1701,*****,Account Representative Kantor Pelayanan Pajak Pratama Gianyar,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1702,*****,Account Representative Kantor Pelayanan Pajak Pratama Bekasi Utara,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1703,*****,Account Representative Kantor Pelayanan Pajak Madya Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1704,*****,Account Representative Kantor Pelayanan Pajak Pratama Palu,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1705,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara
1706,*****,Account Representative Kantor Pelayanan Pajak Madya Balikpapan,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1707,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Barat,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1708,*****,Account Representative Kantor Pelayanan Pajak Pratama Majalaya,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1709,*****,Pelaksana Kantor Pelayanan Pajak Penanaman Modal Asing Lima,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1710,*****,Account Representative Kantor Pelayanan Pajak Pratama Praya,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1711,*****,Account Representative Kantor Pelayanan Pajak Pratama Kuala Tungkal,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1712,*****,Pelaksana Direktorat Data dan Informasi Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Pamekasan
1713,*****,Account Representative Kantor Pelayanan Pajak Madya Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1714,*****,Account Representative Kantor Pelayanan Pajak Pratama Karawang,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1715,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1716,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1717,*****,Account Representative Kantor Pelayanan Pajak Pratama Kupang,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1718,*****,Account Representative Kantor Pelayanan Pajak Pratama Poso,Account Representative Kantor Pelayanan Pajak Pratama Gresik
1719,*****,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Senapelan,Account Representative Kantor Pelayanan Pajak Pratama Madiun
1720,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarmasin,Account Representative Kantor Pelayanan Pajak Pratama Madiun
1721,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading,Account Representative Kantor Pelayanan Pajak Pratama Madiun
1722,*****,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar,Account Representative Kantor Pelayanan Pajak Pratama Madiun
1723,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarbaru,Account Representative Kantor Pelayanan Pajak Pratama Madiun
1724,*****,Pelaksana Kantor Pelayanan Pajak Badan dan Orang Asing,Account Representative Kantor Pelayanan Pajak Pratama Bangkalan
1725,*****,Account Representative Kantor Pelayanan Pajak Pratama Majalaya,Account Representative Kantor Pelayanan Pajak Pratama Bangkalan
1726,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan,Account Representative Kantor Pelayanan Pajak Pratama Bangkalan
